Authorization Number,Site City Name,Establishment Name,Manager Name,Initial Effective Date,Site Address Line 1,Site Address Line 2,Site Province Abbrev,Site Postal Code,Telephone Number,Online Sales
783104,CALGARY,Leaf Life,"El-Masri, Ayman, Mgr
",11/1/2021,110-560 69 AVE SW,,AB,T2V 2H1,5873533773.0,Yes
778814,CALGARY,Leaf Life,"Christie, Benjamin William, Mgr
",7/15/2019,1343 NORTHMOUNT DR NW,,AB,T2L 0E7,4032824227.0,Yes
781478,CALGARY,Leaf Life,"El-Masri, Ayman, Mgr
",6/22/2020,175C 52 ST SE,,AB,T2A 5H8,5873535323.0,Yes
783103,CALGARY,Leaf Life,"El-Masri, Ayman, Mgr
",9/15/2021,12-3181 32 ST NE,,AB,T1Y 6Z7,5873533616.0,Yes
802493,CALGARY,Leafy Green Inc,"DHILLON, HARVINDER, Mgr
",5/30/2024,4170-235 RED EMBERS WAY NE,,AB,T3N 2G8,4032268808.0,No 
804386,CALGARY,Level Up Cannabis,"Alain, John, Mgr
",1/7/2025,4022 26 ST SE,,AB,T2B 2Y4,4034550420.0,No 
778171,CALGARY,Loft Cannabis,"Dhillon, Harminder Singh, Mgr
",1/8/2020,328-2066 18 AVE NE,,AB,T2E 8N5,4037690012.0,No 
783771,CALGARY,Loft Cannabis Market,"Dhillon, Harminder Singh, Mgr
",4/28/2023,117A-817 19 ST NE,,AB,T2E 4X5,4037640011.0,No 
783684,CALGARY,Lux Leaf Cannabis,"Sawicki, Carter Daniel, Mgr
",1/5/2022,234-177 COUNTRY HILLS BOULEVARD NW,,AB,T3K 5M6,5873513992.0,No 
819779,CALGARY,Lux Leaf Cannabis - Nolan Hill,"Volk, Aaron John Bernerd, Mgr
",2/11/2026,232-8 NOLAN HILL BLVD NW,,AB,T3R 0X2,5873537063.0,No 
819777,CALGARY,Lux Leaf Cannabis - Savanna,"Volk, Aaron John Bernerd, Mgr
",2/11/2026,1130-30 SAVANNA CRES NE,,AB,T3J 2E9,5872316632.0,No 
819778,CALGARY,Lux Leaf Cannabis - Taradale,"Volk, Aaron John Bernerd, Mgr
",2/11/2026,312B-7171 80 AVE NE,,AB,T3J 0P6,4034537063.0,No 
781438,CALGARY,Magic Buds,"Korotane, Jasvir Singh, Mgr
",6/10/2020,2105-19605 WALDEN BLVD SE,,AB,T2X 4E2,4034543060.0,No 
809463,CALGARY,Magic Buds Cranston,"Korotane, Jasvir Singh, Mgr
",7/2/2025,9-90 CRANLEIGH DR SE,,AB,T3M 1J7,8255406565.0,No 
784522,CALGARY,Magic Buds Madigan,"Korotane, Jasvir Singh, Mgr
",7/26/2022,50-6060 MEMORIAL DR NE,,AB,T2A 5Z5,4034756602.0,No 
783631,CALGARY,MH4 Cannabis,"Bawa, Prabhjot Kaur, Mgr
",7/27/2022,2705A CENTRE STREET NW,,AB,T2E 2V5,5873493277.0,No 
782412,CALGARY,Micro Gold Cannabis,"Gilbert, Beverly Jean, Mgr
",4/14/2021,16760 MCKENZIE LAKE BLVD SE,,AB,T2Z 1W3,5873190455.0,Yes
786249,CALGARY,Micro Gold Retail Cannabis,"Gilbert, Cameron Reid, Mgr
",1/16/2024,4825 MACLEOD TRAIL SW,,AB,T2G 0A7,8252224777.0,Yes
786476,CALGARY,Moderna Cannabis Society,"Joseph, Diana Lynn, Mgr
",4/1/2024,155 MAHOGANY CTR SE,,AB,T3M 2V6,4037649270.0,Yes
779565,CALGARY,Mount Kushmore,"Aslam, Ahmed, Mgr
",6/17/2020,329 11 AVE NE,,AB,T2E 0Z2,4037171233.0,Yes
781672,CALGARY,Nirvana Canna,"Kaushik, Puneet, Mgr
",6/15/2020,8-5032 16 AVE NW,,AB,T3B 0N3,4034527111.0,No 
785361,CALGARY,Nirvana Canna,"Kaushik, Puneet, Mgr
",2/14/2024,125-2121 194 AVENUE SE,,AB,T2X 5B1,8259101373.0,Yes
301932,CALGARY,Northside Growco Inc,,3/24/2023,1338A 36 AVE NE,,AB,T2E 6T6,4034702627.0,No 
780844,CALGARY,Oakridge Cannabis,"Stanat, Darryl Thomas, Mgr
",5/7/2020,4-10015 OAKFIELD DR SW,,AB,T2V 1S9,4032120823.0,Yes
780654,CALGARY,Ogden Cannabis,"Sanders, Samuel Robert, Mgr
",3/12/2020,2130 GLENMORE CRT SE,,AB,T2C 2E6,8257128769.0,Yes
784770,CALGARY,Oil & Grass Cannabis,"Wardell, Timothy Clarence, Mgr
",3/1/2023,1715 17 AVE SW,,AB,T2T 0E6,8254140233.0,Yes
779310,CALGARY,Omkara Cannabis,"Bali, Shaveen Chandra, Mgr
",1/29/2020,220-500 ROYAL OAK DR NW,,AB,T3G 0E8,5872261680.0,No 
784395,CALGARY,Pearl Cannabis,"Khosa, Dharmender, Mgr
",7/21/2023,3170R-5850 88 AVE NE,,AB,T3J 0Z7,4036291343.0,No 
783010,CALGARY,Plantlife,"Scott, Ian Hardie, Mgr
",9/2/2021,165-5005 DALHOUSIE DR NW,,AB,T3A 5R8,4034756430.0,No 
783797,CALGARY,Plantlife,"Scott, Ian Hardie, Mgr
",1/20/2022,1620-80 MAHOGANY ROAD SE,,AB,T3M 3K9,4034548808.0,No 
783505,CALGARY,Plantlife,"Scott, Ian Hardie, Mgr
",11/15/2021,224-70 SHAWVILLE BLVD SE,,AB,T2Y 2Z3,4034559340.0,Yes
783507,CALGARY,Plantlife,"Scott, Ian Hardie, Mgr
",11/10/2021,5272 130 AVE SE,,AB,T2Z 5C2,4037247991.0,Yes
786301,CALGARY,Plantlife,"Scott, Ian Hardie, Mgr
",3/1/2024,110-19651 SETON WAY SE,,AB,T3M 2N9,5879563068.0,No 
782141,CALGARY,Plantlife,"Scott, Ian Hardie, Mgr
",1/8/2021,530-7 MAHOGANY PLAZA SE,,AB,T3M 0T7,4034559916.0,Yes
781791,CALGARY,Plantlife,"Scott, Ian Hardie, Mgr
",9/14/2020,7130-333 96 AVE NE,,AB,T3K 2R3,4034548985.0,Yes
783506,CALGARY,Plantlife,"Scott, Ian Hardie, Mgr
",3/2/2022,4027 UNIVERSITY AVE NW,,AB,T3B 6K3,4034521237.0,Yes
800121,CALGARY,Prairie Records,"Mail, Eli Samuel, Mgr
",4/12/2024,219A 8 AVE SW,,AB,T2P 1B7,5873913634.0,No 
800101,CALGARY,Prairie Records,"Mail, Eli Samuel, Mgr
",4/12/2024,4420D 17 AVENUE SE,,AB,T2A 0T6,4037645795.0,No 
783886,CALGARY,RARE Cannabis Co.,"Szczebelski, Damian Piotr, Mgr
",5/27/2022,2929 RICHMOND RD SW,,AB,T3E 4N3,4034746018.0,Yes
778196,CALGARY,Record High,"Shenner, Aaron James, Mgr
",2/18/2020,1907 20 AVE NW,,AB,T2M 1H6,4034531916.0,Yes
301529,CALGARY,RGB Group Inc.,,3/18/2021,232 ASPEN HILLS CLOSE SW,,AB,T3H 0C8,4035897919.0,No 
301467,CALGARY,Route 1 Purchasing & Distribution Inc.,,5/7/2021,4610 80 STREET NW,,AB,T3B 2P3,4036714335.0,No 
807452,CALGARY,Smoke and Mirrors,"Ho, Vincent Sil-Phone, Mgr
",5/30/2025,2083 146 AVE SE,,AB,T2J 6C3,4032710998.0,Yes
817403,CALGARY,Spiritleaf,"Bedi, Ajaydeep Singh, Mgr
",2/27/2026,117-45 GREENBRIAR LANE NW,,AB,T3B 6N4,5873581406.0,No 
782319,CALGARY,Spiritleaf - Evanston,"Bedi, Ajaydeep Singh, Mgr
",3/25/2021,1006-2060 SYMONS VALLEY PARKWAY NW,,AB,T3P 0M9,4034753495.0,No 
781649,CALGARY,Spiritleaf - Millrise,"Power, Paul William, Mgr
",2/3/2021,3149-150 MILLRISE BOULEVARD SW,,AB,T2Y 5G7,5873528252.0,No 
782882,CALGARY,Spiritleaf - Savanna,"Calder, James, Mgr
",8/19/2021,402-9036 46 ST NE,,AB,T3J 2E3,5873526261.0,No 
783576,CALGARY,Spiritleaf - Seton,"Watt, Kristen Lee, Mgr
",3/31/2022,325-19587 SETON CRES SE,,AB,T3M 2T5,8254079238.0,Yes
778216,CALGARY,Spiritleaf - Stonegate,"Bedi, Ajaydeep Singh, Mgr
",1/25/2019,408-2550 COUNTRY HILLS BLVD NE,,AB,T3N 1E4,4034529843.0,Yes
782401,CALGARY,Spiritleaf - Township,"Parke, Carol-Lynn, Mgr
",5/3/2021,110-20 LONGVIEW COMMON SE,,AB,T2X 4S8,5879567708.0,Yes
782775,CALGARY,Spiritleaf Centre Street,"Zhang, Shuang, Mgr
",12/27/2021,4-1020 CENTRE STREET NORTH,,AB,T2E 2P9,4034528797.0,No 
810068,CALGARY,The Kush Spot,"Luthra, Sanjeev, Mgr
",4/1/2025,1711 CENTRE ST NW,,AB,T2E 2S3,7803181804.0,No 
785098,CALGARY,The Moon Cannabis,"Sapp, Brandon Darrell, Mgr
",11/17/2023,105-3003 37 ST SW,,AB,T3E 3B5,8255401898.0,Yes
784584,CALGARY,Tower Cannabis,"Richardson, Robert Terrence, Mgr
",2/3/2023,120-159 CARRINGTON PLAZA NW,,AB,T3P 1Y3,4032746008.0,No 
785800,CALGARY,Tower Cannabis,"Richardson, Robert Terrence, Mgr
",10/19/2023,307-500 COUNTRY HILLS BLVD NE,,AB,T3K 5H2,4038289739.0,No 
779064,CALGARY,Tumblweedz,"LaForce, Michelle Denise, Mgr
",12/5/2019,116-2323 32 AVE NE,,AB,T2E 6Z3,5873918299.0,Yes
783102,CALGARY,Upstairs Cannabis,"Gorham, Megan Laura, Mgr
",7/26/2021,902 11 AVE SE,,AB,T2G 0Z2,8254313357.0,Yes
785026,CALGARY,Valley Ridge Cannabis,"Yu, Andrew Wesley, Mgr
",4/26/2023,212-11245 VALLEY RIDGE DR NW,,AB,T3B 5V4,4038078890.0,No 
811768,CALGARY,Value Buds - Cornerstone,"Sanderson, Grant Leigh, Mgr
",9/9/2025,260-1155 CORNERSTONE BLVD NE,,AB,T3N 2E9,4037233145.0,No 
814467,CALGARY,Value Buds - Kensington,"Sanderson, Grant Leigh, Mgr
",9/30/2025,1124 KENSINGTON RD NW,,AB,T2N 3P3,5875720741.0,No 
814468,CALGARY,Value Buds - Varsity,"Sanderson, Grant Leigh, Mgr
",9/30/2025,406-4625 VARSITY DR NW,,AB,T3A 0Z9,5872310243.0,No 
814466,CALGARY,Value Buds at 17th Avenue East,"Sanderson, Grant Leigh, Mgr
",9/30/2025,506 17 AVE SW,,AB,T2S 0B1,5873533260.0,No 
783142,CALGARY,Value Buds at 17th Avenue West,"Sanderson, Grant Leigh, Mgr
",6/3/2021,1206 17 AVE SW,,AB,T2T 0B8,5873528733.0,No 
782915,CALGARY,Value Buds at Beacon Hill,"Sanderson, Grant Leigh, Mgr
",8/10/2021,11662 SARCEE TRAIL NW,,AB,T3R 0A1,4032953502.0,No 
783140,CALGARY,Value Buds at Country Hills,"Sanderson, Grant Leigh, Mgr
",6/3/2021,252-388 COUNTRY HILLS BLVD NE,,AB,T3K 5J6,5873521977.0,No 
778099,CALGARY,Value Buds at Deerfoot City,"Sanderson, Grant Leigh, Mgr
",12/23/2019,B-901 64 AVE NE,,AB,T2E 7P4,4034577175.0,No 
777943,CALGARY,Value Buds at Deerfoot Meadows,"Sanderson, Grant Leigh, Mgr
",11/13/2019,12-7929 11 ST SE,,AB,T2H 0B8,4034759867.0,No 
785300,CALGARY,Value Buds at Douglas Glen,"Kiziak, Marcie Catherine, Mgr
",11/24/2023,148-11520 24 ST SE,,AB,T2Z 3E9,5873158689.0,No 
783258,CALGARY,Value Buds at Forest Lawn,"Sanderson, Grant Leigh, Mgr
",6/15/2021,11-5147 20 AVE SE,,AB,T2B 0B1,4037641420.0,No 
778148,CALGARY,Value Buds at Glenmore Landing,"Sanderson, Grant Leigh, Mgr
",11/1/2019,106A-1600 90 AVE SW,,AB,T2V 5A8,4032513424.0,No 
783257,CALGARY,Value Buds at Riverbend,"Sanderson, Grant Leigh, Mgr
",6/15/2021,424-8338 18 ST SE,,AB,T2C 4E4,4034751420.0,No 
777936,CALGARY,Value Buds at Shepard,"Sanderson, Grant Leigh, Mgr
",11/5/2019,535-4916 130 AVE SE,,AB,T2Z 0G4,4037240928.0,No 
778146,CALGARY,Value Buds at Signal Hill,"Sanderson, Grant Leigh, Mgr
",12/10/2019,5695 SIGNAL HILL CTR SW,,AB,T3H 3P8,4032173581.0,No 
779726,CALGARY,Value Buds at Strathcona Square,"Sanderson, Grant Leigh, Mgr
",11/21/2019,156-555 STRATHCONA BLVD SW,,AB,T3H 2Z9,5873520757.0,No 
783141,CALGARY,Value Buds at Sunridge,"Sanderson, Grant Leigh, Mgr
",6/9/2021,2111 36 ST NE,,AB,T1Y 5S3,4034571420.0,No 
783042,CALGARY,Value Buds at TransCanada,"Sanderson, Grant Leigh, Mgr
",10/27/2021,174-1440 52 ST NE,,AB,T2A 4T8,4032733857.0,No 
777938,CALGARY,Value Buds at Willow Park,"Sanderson, Grant Leigh, Mgr
",10/17/2018,B252-10816 MACLEOD TRAIL SE,,AB,T2J 5N8,4034556290.0,No 
783259,CALGARY,Value Buds at Woodbine,"Sanderson, Grant Leigh, Mgr
",6/15/2021,206-2525 WOODVIEW DR SW,,AB,T2W 4N4,5873511977.0,No 
778082,CALGARY,Vincanna Cannabis,"Vining, Jaskaranjit Singh, Mgr
",7/29/2019,B108-3709 26 AVE NE,,AB,T1Y 4S3,5873529333.0,Yes
301367,CALGARY,Westleaf Labs LP,"Coates, Adam Timothy, Mgr
",10/30/2019,710-530 8 AVENUE SW,,AB,T2P 3S8,4164596306.0,No 
301753,CALGARY,Zelca,,5/27/2022,UNIT D-2121 39 AVENUE NE,,AB,T2E 6R7,4039841141.0,No 
782150,CALMAR,Country Cannabis Store,"Becker, Karina Vida, Mgr
",3/3/2021,4910 50 AVENUE,,AB,T0C 0V0,7809850150.0,No 
784676,CAMROSE,Canna Cabana,"Jimenez, Jan Michael A, Mgr
",11/1/2022,360-6805 48 AVE,,AB,T4V 4W1,7806089669.0,Yes
778382,CAMROSE,Grand Park Camrose Cannabis,"Carroll, Jeb Walter, Mgr
",8/12/2019,6018 48 AVE,,AB,T4V 0K3,5873869333.0,Yes
784554,CAMROSE,Green Solution Cannabis,"Smith, Shane, Mgr
",8/23/2022,205-5703 48 AVE,,AB,T4V 0J9,7806080499.0,No 
302046,CAMROSE,Headstone Cannabis Corporation,"Miller, Lindsay William, Mgr
",11/28/2023,20149 TOWNSHIP ROAD 462,,AB,T4V 2M9,7803851257.0,No 
785471,CAMROSE,Lucky Buds,"Yang, Hsu-Min, Mgr
",2/29/2024,5011 49 STREET,,AB,T4V 1N5,7802810369.0,No 
781096,CAMROSE,Plantlife,"Scott, Ian Hardie, Mgr
",12/16/2019,160-6800 48 AVE,,AB,T4V 4T1,5878446770.0,Yes
779350,CAMROSE,Rosebud Cannabis,"Skinner, Clayton Wesley Ross, Mgr
",10/4/2019,3912 44 AVE,,AB,T4V 3H2,7806795645.0,No 
778817,CANMORE,Canmore Cannabis Company,"Mahajan, Sahil, Mgr
",7/15/2019,900B 7 AVENUE,,AB,T1W 2B6,4038911510.0,No 
782394,CANMORE,Canna Cabana,"Jimenez, Jan Michael A, Mgr
",3/18/2021,C-1702 BOW VALLEY TRAIL,,AB,T1W 1N5,4036752158.0,Yes
778038,CANMORE,Fire & Flower Cannabis Co.,"Mail, Eli Samuel, Mgr
",11/7/2018,C108-1120 RAILWAY AVE,,AB,T1W 1P4,5876350210.0,Yes
777884,CANMORE,FOUR20 Premium Market,"Morrow, Scott Andrew, Mgr
",6/24/2019,113-712 BOW VALLEY TRAIL,,AB,T1W 2H4,4036211913.0,Yes
814469,CANMORE,Value Buds - Old Canmore,"Sanderson, Grant Leigh, Mgr
",9/30/2025,117-302 OLD CANMORE RD,,AB,T1W 0L5,4037233145.0,No 
784566,CAROLINE,Out West Cannabis,"O'Neill, Amber Dawn, Mgr
",1/10/2023,5004 49 AVENUE,,AB,T0M 0M0,4035062926.0,Yes
782158,CARSTAIRS,123 Cannabis,"Singh, Gagandeep, Mgr
",4/7/2021,802 CENTRE STREET,,AB,T0M 0N0,4039401110.0,No 
810383,CARSTAIRS,Luminous Leaf,"Sodhi, Amardeep Singh, Mgr
",6/2/2025,B-507 10 AVENUE,,AB,T0M 0N0,8257330363.0,No 
782961,CASTOR,Gosal Cannabis,"Gosal, Kamaldeep Singh, Mgr
",12/2/2021,4316 48 AVENUE,,AB,T0C 0X0,7802389535.0,No 
782577,CHESTERMERE,Bud Mart,"Bhullar, Gurdev Singh, Mgr
",12/10/2021,107-100 RAINBOW RD,,AB,T1X 0V2,5873491444.0,Yes
778187,CHESTERMERE,Lake City Cannabis,"Roch, Ryan Eduard, Mgr
",6/17/2019,102-109 EAST CHESTERMERE DR,,AB,T1X 1A1,4039102618.0,Yes
780988,CHESTERMERE,Plantlife,"Scott, Ian Hardie, Mgr
",9/10/2019,205-175 CHESTERMERE STATION WAY,,AB,T1X 1V2,5873168914.0,No 
783589,CLAIRMONT,Cannabis 4 Less,"Hinks, Lucas Gault Juneau, Mgr
",12/9/2021,101-9915 102 AVE,,AB,T8X 5A4,7805672458.0,Yes
801632,CLAIRMONT,Nectur Solventless,,1/10/2025,6902 98 ST  UNIT 110,,AB,T8X 5A1,8253451515.0,No 
782562,CLAIRMONT,URBN Leaf Cannabis Company,"Ruether, Craig Thomas, Mgr
",2/26/2021,7201 99 ST,,AB,T8X 5B1,7805333363.0,No 
801892,CLARESHOLM,Range Bud Supply,"Mail, Eli Samuel, Mgr
",6/13/2024,4817 1 STREET,,AB,T0L 0T0,4034680045.0,Yes
786085,CLUNY,Pete's Budz,"Huyzer, Katherine Norma, Mgr
",4/26/2024,105 2 ST,,AB,T0J 0S0,4033242839.0,No 
801883,COALDALE,Boxcar Bud Supply,"Mail, Eli Samuel, Mgr
",5/27/2024,1908 18 STREET,,AB,T1M 1M7,4034051671.0,Yes
784614,COALHURST,Urban Leaf,"Kruger, Margaret Isabell, Mgr
",10/31/2022,102 SPRUCE DRIVE,,AB,T0L 0V0,8253993395.0,No 
807510,COCHRANE,Canna Cabana,"Wheeler, Ethan James, Mgr
",4/17/2025,1109-4A RIVER HEIGHTS DR,,AB,T4C 2T8,4032654207.0,No 
800518,COCHRANE,Canna Cabana,"Wheeler, Ethan James, Mgr
",7/11/2024,5-122 4 AVENUE W,,AB,T4C 1A9,4039811019.0,Yes
784810,COCHRANE,Cannabis Run,"Gill, Couragedeep Singh, Mgr
",7/13/2023,2125-239 GRIFFIN RD E,,AB,T4C 2B9,4038999727.0,No 
782317,COCHRANE,Celestial Buds,"Dhaliwal, Monica, Mgr
",3/19/2021,2105-23 HEARTLAND BOULEVARD,,AB,T4C 2V4,5874939461.0,Yes
815764,COCHRANE,COLACREATIV CORP.,,11/4/2025,217 FIRESIDE DR,,AB,T4C 2L4,5878373974.0,No 
817340,COCHRANE,Inspired Cannabis Co.,"Dhami, Jaspinder Singh, Mgr
",3/13/2026,C304-264 PARK ST,,AB,T4C 2B8,4033518043.0,Yes
785141,COCHRANE,Kuush,"Haroldson, Tim Vern, Mgr
",6/23/2023,2101-101 SUNSET DR,,AB,T4C 0W8,4034653706.0,Yes
780992,COCHRANE,Plantlife,"Scott, Ian Hardie, Mgr
",9/10/2019,25-31 BOW ST COMMON,,AB,T4C 2N1,4039812018.0,Yes
782927,COCHRANE,Puff-N-Up Cannabis,"Toor, Rajpal, Mgr
",10/6/2021,2-300 5 AVE W,,AB,T4C 2A7,4039817704.0,Yes
784604,COLD LAKE,Canna Cabana,"Jimenez, Jan Michael A, Mgr
",8/2/2022,5-1020 8 AVENUE,,AB,T9M 1K2,7806398960.0,No 
784603,COLD LAKE,Canna Cabana,"Jimenez, Jan Michael A, Mgr
",8/2/2022,5308 50 AVENUE,,AB,T9M 1S2,7805940386.0,No 
778210,COLD LAKE,Canna Cold Lake,,11/1/2018,1004-5101 46 AVE,,AB,T9M 0C8,7805735890.0,No 
783242,COLD LAKE,Fire & Flower Cannabis Co.,"Mail, Eli Samuel, Mgr
",9/21/2021,24B & 25-6503 51 STREET,,AB,T9M 1C8,7805941390.0,Yes
779656,COLD LAKE,Spiritleaf - Cold Lake,"Normand, Danielle Anne-Marie, Mgr
",1/6/2020,4002 50 ST,,AB,T9M 1S6,7805948104.0,No 
819095,COLEMAN,The Source Cannabis - Coleman,"Swayze, Ryan Charles, Mgr
",12/18/2025,8341 20 AVENUE,,AB,T0K 0M0,4035635994.0,Yes
782159,CROSSFIELD,123 Cannabis,"Singh, Gagandeep, Mgr
",5/10/2021,1314 RAILWAY STREET,,AB,T0M 0S0,4039460037.0,No 
785227,CROSSFIELD,GoodVibes Cannabis of Crossfield,"Kalia, Akshthal, Mgr
",3/1/2023,900 RAILWAY STREET,,AB,T0M 0S0,6477745325.0,No 
777959,DEVON,Small Town Buds,,10/17/2018,102-6 ATHABASCA AVE,,AB,T9G 1G2,7807388273.0,No 
816854,DIDSBURY,Bargain Buds Cannabis - Didsbury,"Sawicki, Carter Daniel, Mgr
",12/2/2025,330-800 SHANTZ DR,,AB,T0M 0W0,4035187009.0,No 
781015,DIDSBURY,Bud Mart,"Bhullar, Gurdev Singh, Mgr
",2/5/2020,A2-2409 16 STREET,,AB,T0M 0W0,4035181000.0,No 
778287,DIDSBURY,Didsbury Cannabis Mart,"Bhullar, Gurdev Singh, Mgr
",4/18/2019,20-1602 20 STREET,,AB,T0M 0W0,4035181111.0,No 
784112,DRAYTON VALLEY,Budget Buds,"Jouan, Ashley Lynn, Mgr
",8/3/2022,104-4930 55 AVE,,AB,T7A 1W2,7805143935.0,Yes
809215,DRAYTON VALLEY,Canna Cabana,"Wheeler, Ethan James, Mgr
",7/29/2025,107-4341 50 ST,,AB,T7A 1M4,7805142700.0,No 
784876,DRAYTON VALLEY,Canna Club Ltd.,"Verma, Shiva, Mgr
",10/26/2023,C-5725 50 AVENUE,,AB,T7A 1J9,7809513732.0,No 
778895,DRAYTON VALLEY,F & L Cannabis Inc.,"Fertig, Stephan Marvin Wayne, Mgr
",7/22/2019,5521 53 AVENUE,,AB,T7A 1R8,7806210420.0,No 
810449,DRAYTON VALLEY,Mixers Cannabis,"Park, Moonsoo, Mgr
",5/5/2025,B-5236 50 STREET,,AB,T7A 1S4,6395370167.0,No 
301612,DRAYTON VALLEY,Noble Growth Corp.,,8/18/2021,5630 56 STREET,,AB,T7A 0B2,5878420669.0,No 
779531,DRAYTON VALLEY,Spiritleaf - Drayton Valley,"Mohn, Wanda Lee, Mgr
",8/29/2019,1-5105 50 STREET,,AB,T7A 1J7,7805144006.0,Yes
779682,DRAYTON VALLEY,The Weed Locker,"Patten, Carla Diane, Mgr
",11/22/2019,2-4717 20 AVENUE,,AB,T7A 1S9,7805142879.0,No 
784608,DRUMHELLER,Canna Cabana,"Jimenez, Jan Michael A, Mgr
",8/2/2022,320 CENTRE ST    SS 9,,AB,T0J 0Y0,4038560084.0,Yes
780855,DRUMHELLER,Value Buds at Drumheller,"Sanderson, Grant Leigh, Mgr
",11/1/2019,B-105 GROVE PLACE,,AB,T0J 0Y0,4038235793.0,No 
784790,ECKVILLE,Lux Leaf Cannabis,"Sawicki, Carter Daniel, Mgr
",12/15/2022,4-4856 50 AVENUE,,AB,T0M 0X0,4037462336.0,No 
780801,EDMONTON,127 ST Cannabis Queen,"Dhillon, Amarjeetsingh Gurudayalsingh, Mgr
",5/19/2020,12621 121 AVE NW,,AB,T5L 4T6,7804529449.0,No 
809643,EDMONTON,ANC Inc.,"Clarke, James Brian, Mgr
",12/18/2024,6914 34 ST NW,,AB,T6B 2X2,7808092828.0,No 
778358,EDMONTON,Aurora Cannabis,"Hoover, Geoffrey Lee Jonathan, Mgr
",10/24/2019,1338-184-8882 170 STREET NW,,AB,T5T 4J2,7805408119.0,No 
301164,EDMONTON,Aurora Cannabis Enterprises Inc.,,10/17/2018,500-10355 JASPER AVENUE NW,,AB,T5J 1Y6,6043392238.0,No 
784984,EDMONTON,Bobo's Budz,"Nath, Reshial Restika, Mgr
",6/29/2023,12451 97 ST NW,,AB,T5G 1Z6,5874981417.0,No 
302040,EDMONTON,Bubble Bud,"Hanton, Callum Ellis, Mgr
",3/24/2023,15353 114 AVENUE NW,,AB,T5M 3S9,7802540073.0,No 
815948,EDMONTON,BuzzLeaf Cannabis,"Singh, Amritpal, Mgr
",2/10/2026,16118 STONY PLAIN RD NW,,AB,T5P 4A2,6479855290.0,No 
807078,EDMONTON,Canna 124 Vibes,"Sogy, Sandeep, Mgr
",2/4/2025,10459 124 ST NW,,AB,T5N 1R7,5877085669.0,No 
778413,EDMONTON,Canna Cabana,"Jimenez, Jan Michael A, Mgr
",11/13/2018,10828 124 ST NW,,AB,T5M 0H3,7807583700.0,Yes
778892,EDMONTON,Canna Cabana,"Jimenez, Jan Michael A, Mgr
",6/17/2019,4-16952 111 AVE NW,,AB,T5M 4C9,7807604207.0,Yes
782217,EDMONTON,Canna Cabana,"Wheeler, Ethan James, Mgr
",11/18/2020,30-12981 50 ST NW,,AB,T5A 3P3,7807848082.0,Yes
781425,EDMONTON,Canna Cabana,"Jimenez, Jan Michael A, Mgr
",2/24/2022,8927L 82 AVENUE,,AB,T6C 0Z2,8254804087.0,Yes
782223,EDMONTON,Canna Cabana,"Wheeler, Ethan James, Mgr
",11/18/2020,9522 ELLERSLIE RD SW,,AB,T6X 0K6,7807848087.0,Yes
779365,EDMONTON,Canna Cabana,"Jimenez, Jan Michael A, Mgr
",8/6/2019,101-3342 PARSONS RD NW,,AB,T6N 1B5,7802504043.0,Yes
785063,EDMONTON,Canna Cabana,"Wheeler, Ethan James, Mgr
",4/14/2023,10573 114 ST NW,,AB,T5H 3J6,5876356200.0,Yes
781356,EDMONTON,Canna Cabana,"Jimenez, Jan Michael A, Mgr
",4/6/2020,10275 JASPER AVE NW,,AB,T5J 1X8,5875215286.0,Yes
782221,EDMONTON,Canna Cabana,"Wheeler, Ethan James, Mgr
",11/18/2020,102-8721 156 ST NW,,AB,T5R 1Y5,7807848092.0,Yes
782818,EDMONTON,Cannabacee The Hemp House,"Sarpal, Nitin, Mgr
",7/14/2021,6111 28 AVE NW,,AB,T6L 6N5,7802443432.0,No 
786378,EDMONTON,Cannabacee The Hemp House,"Sarpal, Nitin, Mgr
",5/8/2024,3016A 106 ST NW,,AB,T6J 5M5,7804689333.0,No 
